school,degree_category,program_category,year,count
"California State University, Long Beach",Master,Statistics,2007,0
Drexel University,Master,Biostatistics,2007,0
Duke University,Master,Biostatistics,2007,0
Eastern Kentucky University,Master,Statistics,2007,0
Florida State University,Doctorate,Biostatistics,2007,0
Fordham University,Master,Statistics,2007,0
George Mason University,Master,Biostatistics,2007,0
George Mason University,Doctorate,Statistics,2007,0
Georgetown University,Master,Biostatistics,2007,0
George Washington University,Doctorate,Statistics,2007,0
Georgia Health Sciences University,Master,Biostatistics,2007,0
Grand Valley State University,Master,Biostatistics,2007,0
"Hunter College, City University of New York",Master,Statistics,2007,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2007,0
Indiana University,Master,Statistics,2007,0
Indiana University,Master,Biostatistics,2007,0
Johns Hopkins University,Master,Biostatistics,2007,0
Johns Hopkins University,Doctorate,Biostatistics,2007,0
Kennesaw State University,Master,Statistics,2007,0
Louisiana State University,Master,Biostatistics,2007,0
Louisiana State University,Doctorate,Biostatistics,2007,0
Loyola University Chicago,Master,Statistics,2007,0
Marquette University,Master,Statistics,2007,0
Michigan State University,Master,Biostatistics,2007,0
Minnesota State University-Mankato,Master,Statistics,2007,0
Montana State University,Doctorate,Statistics,2007,0
National University,Master,Statistics,2007,0
New Jersey Institute of Technology,Master,Biostatistics,2007,0
New York University,Master,Statistics,2007,0
North Dakota State University,Doctorate,Statistics,2007,0
Northwestern University,Master,Biostatistics,2007,0
Ohio State University,Master,Biostatistics,2007,0
Oregon Health & Science University,Master,Biostatistics,2007,0
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2007,0
Pennsylvania State University-World Campus,Master,Statistics,2007,0
Purdue University,Master,Biostatistics,2007,0
Purdue University,Doctorate,Biostatistics,2007,0
Rutgers University,Master,Biostatistics,2007,0
Saint Cloud State University,Master,Statistics,2007,0
San Jose State University,Master,Statistics,2007,0
South Dakota State University,Master,Statistics,2007,0
Stevens Institute of Technology,Master,Statistics,2007,0
Temple University,Master,Statistics,2007,0
Temple University,Doctorate,Statistics,2007,0
Texas A&M University,Master,Biostatistics,2007,0
"University at Albany, State University of New York",Doctorate,Statistics,2007,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2007,0
University of Alabama at Birmingham,Doctorate,Biostatistics,2007,0
University of Arizona,Master,Statistics,2007,0
University of Arizona,Master,Biostatistics,2007,0
University of Arizona,Doctorate,Statistics,2007,0
University of Arizona,Doctorate,Biostatistics,2007,0
"University of California, Irvine",Master,Statistics,2007,0
"University of California, Irvine",Doctorate,Statistics,2007,0
University of Central Oklahoma,Master,Statistics,2007,0
University of Cincinnati,Master,Biostatistics,2007,0
University of Cincinnati,Doctorate,Statistics,2007,0
University of Cincinnati,Doctorate,Biostatistics,2007,0
University of Colorado Denver,Master,Biostatistics,2007,0
University of Colorado Denver,Doctorate,Biostatistics,2007,0
University of Florida,Master,Biostatistics,2007,0
University of Florida,Doctorate,Biostatistics,2007,0
University of Georgia,Master,Biostatistics,2007,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2007,0
University of Kansas,Master,Biostatistics,2007,0
University of Kansas,Doctorate,Biostatistics,2007,0
University of Maine,Master,Statistics,2007,0
University of Massachusetts Amherst,Master,Biostatistics,2007,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2007,0
University of Miami,Master,Statistics,2007,0
University of Miami,Master,Biostatistics,2007,0
University of Mississippi Medical Center,Master,Biostatistics,2007,0
University of Missouri-Kansas City,Master,Biostatistics,2007,0
University of Nebraska-Lincoln,Doctorate,Statistics,2007,0
University of New Hampshire,Doctorate,Statistics,2007,0
University of North Texas Health Science Center,Master,Biostatistics,2007,0
University of Texas at San Antonio,Doctorate,Statistics,2007,0
University of Texas Southwestern Medical Center,Master,Biostatistics,2007,0
University of the Incarnate Word,Master,Statistics,2007,0
University of Toledo,Master,Biostatistics,2007,0
University of Utah,Master,Statistics,2007,0
University of Virginia,Doctorate,Statistics,2007,0
University of Wyoming,Doctorate,Statistics,2007,0
Vanderbilt University,Master,Biostatistics,2007,0
Washington University in St. Louis,Master,Biostatistics,2007,0
Yale University,Master,Biostatistics,2007,0
Columbia University,Master,Statistics,2008,215
Ohio State University,Master,Statistics,2008,57
University of Illinois at Urbana-Champaign,Master,Statistics,2008,46
Rutgers University,Master,Statistics,2008,37
University of Michigan,Master,Statistics,2008,33
"California State University, East Bay",Master,Statistics,2008,32
Rochester Institute of Technology,Master,Statistics,2008,32
University of Iowa,Master,Statistics,2008,31
Cornell University,Master,Statistics,2008,30
Michigan State University,Master,Statistics,2008,29
Stanford University,Master,Statistics,2008,29
Boston University,Master,Biostatistics,2008,26
North Carolina State University,Master,Statistics,2008,26
Pennsylvania State University,Master,Statistics,2008,24
"University of California, Los Angeles",Master,Statistics,2008,23
Columbia University,Master,Biostatistics,2008,22
Purdue University,Master,Statistics,2008,22
Texas A&M University,Master,Statistics,2008,21
University of Michigan,Master,Biostatistics,2008,21
West Chester University,Master,Statistics,2008,21
Harvard University,Master,Statistics,2008,20
University of Minnesota,Master,Biostatistics,2008,20
Colorado State University,Master,Statistics,2008,19
Georgetown University,Master,Statistics,2008,19
University of Minnesota,Master,Statistics,2008,19
"University of California, Santa Barbara",Master,Statistics,2008,18
Virginia Tech,Master,Statistics,2008,18
"University of California, Berkeley",Master,Statistics,2008,17
University of Chicago,Master,Statistics,2008,17
University of Kentucky,Master,Statistics,2008,17
"University of California, Los Angeles",Master,Biostatistics,2008,16
University of Georgia,Master,Statistics,2008,16
University of Missouri,Master,Statistics,2008,16
George Mason University,Master,Statistics,2008,15
Iowa State University,Master,Statistics,2008,15
Johns Hopkins University,Doctorate,Biostatistics,2008,15
Louisiana State University,Master,Statistics,2008,15
North Carolina State University,Doctorate,Statistics,2008,15
Oregon State University,Master,Statistics,2008,15
University of Iowa,Master,Biostatistics,2008,15
Washington State University,Master,Statistics,2008,14
Brigham Young University,Master,Statistics,2008,13
University of Wisconsin-Madison,Doctorate,Statistics,2008,13
Villanova University,Master,Statistics,2008,13
Western Michigan University,Master,Statistics,2008,13
West Virginia University,Master,Statistics,2008,13
Carnegie Mellon University,Master,Statistics,2008,12
Florida State University,Master,Statistics,2008,12
George Washington University,Master,Statistics,2008,12
Harvard University,Doctorate,Biostatistics,2008,12
Johns Hopkins University,Master,Biostatistics,2008,12
Rice University,Master,Statistics,2008,12
"University of California, Riverside",Master,Statistics,2008,12
University of Cincinnati,Master,Statistics,2008,12
University of New Mexico,Master,Statistics,2008,12
University of North Carolina at Chapel Hill,Master,Biostatistics,2008,12
University of North Carolina at Chapel Hill,Doctorate,Statistics,2008,12
University of Pittsburgh,Master,Statistics,2008,12
"University of California, Davis",Master,Statistics,2008,11
University of Delaware,Master,Statistics,2008,11
University of Florida,Master,Statistics,2008,11
University of Florida,Doctorate,Statistics,2008,11
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2008,11
University of Washington,Master,Biostatistics,2008,11
University of Washington,Doctorate,Biostatistics,2008,11
University of Wisconsin-Madison,Master,Statistics,2008,11
Baylor University,Master,Statistics,2008,10
Georgia Institute of Technology,Master,Statistics,2008,10
New Jersey Institute of Technology,Master,Statistics,2008,10
Stanford University,Doctorate,Statistics,2008,10
University of Akron,Master,Statistics,2008,10
University of Connecticut,Master,Statistics,2008,10
University of Michigan,Doctorate,Biostatistics,2008,10
University of Texas at Austin,Master,Statistics,2008,10
University of Washington,Master,Statistics,2008,10
Loma Linda University,Master,Biostatistics,2008,9
North Dakota State University,Master,Statistics,2008,9
Pennsylvania State University,Doctorate,Statistics,2008,9
"University at Albany, State University of New York",Master,Statistics,2008,9
University of Alabama,Master,Statistics,2008,9
"University of California, San Diego",Master,Statistics,2008,9
University of Michigan,Doctorate,Statistics,2008,9
University of Minnesota,Doctorate,Statistics,2008,9
University of Pittsburgh,Master,Biostatistics,2008,9
University of Southern California,Master,Biostatistics,2008,9
University of Tennessee Knoxville,Master,Statistics,2008,9
University of Virginia,Master,Statistics,2008,9
Yale University,Master,Statistics,2008,9
Emory University,Master,Biostatistics,2008,8
Harvard University,Master,Biostatistics,2008,8
Saint Louis University,Master,Biostatistics,2008,8
San Diego State University,Master,Statistics,2008,8
Temple University,Doctorate,Statistics,2008,8
"University at Buffalo, State University of New York",Master,Biostatistics,2008,8
University of Central Florida,Master,Statistics,2008,8
University of Nebraska-Lincoln,Master,Statistics,2008,8
University of Texas at Dallas,Master,Statistics,2008,8
American University,Master,Statistics,2008,7
Auburn University,Master,Statistics,2008,7
Duke University,Doctorate,Statistics,2008,7
Florida State University,Doctorate,Statistics,2008,7
Ohio State University,Doctorate,Statistics,2008,7
Purdue University,Doctorate,Statistics,2008,7
Rice University,Doctorate,Statistics,2008,7
"University of California, Los Angeles",Doctorate,Statistics,2008,7
University of Idaho,Master,Statistics,2008,7
University of Maryland,Doctorate,Statistics,2008,7
University of Pennsylvania,Master,Biostatistics,2008,7
University of South Carolina,Master,Statistics,2008,7
University of South Carolina,Master,Biostatistics,2008,7
University of South Carolina,Doctorate,Statistics,2008,7
University of Texas Health Science Center at Houston,Master,Biostatistics,2008,7
Montana State University,Master,Statistics,2008,6
New York Medical College,Master,Biostatistics,2008,6
Northern Illinois University,Master,Statistics,2008,6
"University of California, Los Angeles",Doctorate,Biostatistics,2008,6
"University of Maryland, Baltimore County",Master,Statistics,2008,6
University of Pennsylvania,Master,Statistics,2008,6
Wright State University,Master,Statistics,2008,6
Boston University,Doctorate,Biostatistics,2008,5
DePaul University,Master,Statistics,2008,5
Northern Arizona University,Master,Statistics,2008,5
Rutgers University,Doctorate,Statistics,2008,5
Sam Houston State University,Master,Statistics,2008,5
Temple University,Master,Statistics,2008,5
University of Arkansas,Master,Statistics,2008,5
"University of California, Berkeley",Doctorate,Statistics,2008,5
"University of California, Berkeley",Doctorate,Biostatistics,2008,5
"University of California, Irvine",Master,Statistics,2008,5
"University of California, Riverside",Doctorate,Statistics,2008,5
University of Chicago,Doctorate,Statistics,2008,5
University of Connecticut,Doctorate,Statistics,2008,5
University of Iowa,Doctorate,Statistics,2008,5
University of Iowa,Doctorate,Biostatistics,2008,5
University of Kentucky,Doctorate,Statistics,2008,5
University of Louisville,Master,Biostatistics,2008,5
University of Oklahoma,Master,Biostatistics,2008,5
University of Pittsburgh,Doctorate,Biostatistics,2008,5
University of Southern Maine,Master,Statistics,2008,5
University of Texas at San Antonio,Master,Statistics,2008,5
